Species 1,Species 2,Dist,type
MK249364.1 Pristina foreli Pristinaforeli5_{Pristina foreli},MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1756,interspecific
OL374056.1 Pristina foreli voucher PF1_{Pristina foreli},MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1756,interspecific
AF534852.1 Pristina aequiseta PRIaecm_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1761,unidentified
AF534851.1 Pristina aequiseta PRIaefd_{Pristina aequiseta},MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1763,interspecific
KY633387.1 Pristina sp. PDW-2017 SMNH153230 Australia,MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1771,unidentified
MK249364.1 Pristina foreli Pristinaforeli5_{Pristina foreli},LT904769.1 Pristina jenkinae_{Pristina jenkinae},0.1774,interspecific
OL374056.1 Pristina foreli voucher PF1_{Pristina foreli},LT904769.1 Pristina jenkinae_{Pristina jenkinae},0.1774,interspecific
AF534852.1 Pristina aequiseta PRIaecm_{Pristina aequiseta},MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1776,interspecific
GU902108.1 Pristina longiseta CE1588_{Pristina longiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1778,unidentified
GU902108.1 Pristina longiseta CE1588_{Pristina longiseta},LT904769.1 Pristina jenkinae_{Pristina jenkinae},0.1787,interspecific
AF534855.1 Pristina osborni PRIoscm_{Pristina osborni},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1792,unidentified
AF534851.1 Pristina aequiseta PRIaefd_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1797,unidentified
AF534853.1 Pristina leidyi PRIlecbc_{Pristina leidyi},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1827,unidentified
AF534855.1 Pristina osborni PRIoscm_{Pristina osborni},LT904769.1 Pristina jenkinae_{Pristina jenkinae},0.1840,interspecific
AF534854.1 Pristina longiseta PRIloge_{Pristina longiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1844,unidentified
GQ355374.1 Pristina aequiseta_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1871,unidentified
MK249368.1 Pristina aequiseta Pristinaaequiseta9_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1892,unidentified
MK249366.1 Pristina aequiseta Pristinaaequiseta7_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1892,unidentified
LT904769.1 Pristina jenkinae_{Pristina jenkinae},MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},0.1900,interspecific
MK249365.1 Pristina aequiseta Pristinaaequiseta6_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1950,unidentified
MK249367.1 Pristina aequiseta Pristinaaequiseta8_{Pristina aequiseta},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1969,unidentified
MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.1974,unidentified
LT904769.1 Pristina jenkinae_{Pristina jenkinae},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2055,unidentified
MK249363.1 Pristina foreli Pristinaforeli4_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2085,unidentified
MK249362.1 Pristina foreli Pristinaforeli3_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2085,unidentified
MK249361.1 Pristina foreli Pristinaforeli2_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2085,unidentified
MK249360.1 Pristina foreli Pristinaforeli1_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2085,unidentified
MK249364.1 Pristina foreli Pristinaforeli5_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2104,unidentified
OL374056.1 Pristina foreli voucher PF1_{Pristina foreli},MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,0.2104,unidentified
MK249368.1 Pristina aequiseta Pristinaaequiseta9_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3459,unidentified
MK249366.1 Pristina aequiseta Pristinaaequiseta7_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3459,unidentified
MW021273.1 Pristina sp. WAM NAIDP001 WAMV9284,MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3472,unidentified
GQ355374.1 Pristina aequiseta_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3480,unidentified
KY633387.1 Pristina sp. PDW-2017 SMNH153230 Australia,MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3484,unidentified
LT904769.1 Pristina jenkinae_{Pristina jenkinae},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3505,unidentified
AF534852.1 Pristina aequiseta PRIaecm_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3520,unidentified
AF534851.1 Pristina aequiseta PRIaefd_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3526,unidentified
MK249364.1 Pristina foreli Pristinaforeli5_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3548,unidentified
OL374056.1 Pristina foreli voucher PF1_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3548,unidentified
AF534853.1 Pristina leidyi PRIlecbc_{Pristina leidyi},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3551,unidentified
MK249363.1 Pristina foreli Pristinaforeli4_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3566,unidentified
MK249362.1 Pristina foreli Pristinaforeli3_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3566,unidentified
MK249361.1 Pristina foreli Pristinaforeli2_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3566,unidentified
MK249360.1 Pristina foreli Pristinaforeli1_{Pristina foreli},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3566,unidentified
GU902108.1 Pristina longiseta CE1588_{Pristina longiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3579,unidentified
MK249367.1 Pristina aequiseta Pristinaaequiseta8_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3584,unidentified
AF534854.1 Pristina longiseta PRIloge_{Pristina longiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3598,unidentified
MK249365.1 Pristina aequiseta Pristinaaequiseta6_{Pristina aequiseta},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3602,unidentified
MK645548.1 Pristina leidyi SR687-4_{Pristina leidyi},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3629,unidentified
AF534855.1 Pristina osborni PRIoscm_{Pristina osborni},MW021259.1 Pristina sp. WAM NAIDP001 WAMC74183,0.3632,unidentified
