Species 1,Species 2,Dist,type
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519828 Nais sp. morphotype A2 CE1145_{A1+2},0.1450,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519832 Nais sp. morphotype A2 CE1150_{A1+2},0.1448,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1280,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1280,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519838 Nais sp. morphotype A2 CE1173_{A1+2},0.1450,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1473,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1448,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1265,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519879 Nais sp. morphotype A2 CE3787_{A1+2},0.1433,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519887 Nais sp. morphotype A3 CE3927_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519888 Nais sp. morphotype A3 CE3947_{A3},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519889 Nais sp. morphotype A2 CE3950_{A1+2},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1357,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},LN810253 Nais communis N3 295_{Nais communis},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},LT903795 Nais communis 992 N9_{Nais communis},0.1372,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},LT903836 Nais communis 983 N9_{Nais communis},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},LT903845 Nais communis 1030 N9_{Nais communis},0.1387,interspecific
JQ519858 Nais elinguis CE2216_{Nais elinguis},MW770354 Nais communis mitochondrion_{Nais communis},0.1845,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},AF534845 Nais communis NAI2fd_{Nais communis},0.1324,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519825 Nais sp. morphotype A2 CE1142_{A1+2},0.1492,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519826 Nais sp. morphotype A2 CE1143_{A1+2},0.1498,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1309,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519828 Nais sp. morphotype A2 CE1145_{A1+2},0.1494,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519832 Nais sp. morphotype A2 CE1150_{A1+2},0.1492,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1309,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1309,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519838 Nais sp. morphotype A2 CE1173_{A1+2},0.1494,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1502,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1492,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1416,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1294,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519879 Nais sp. morphotype A2 CE3787_{A1+2},0.1476,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519887 Nais sp. morphotype A3 CE3927_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519888 Nais sp. morphotype A3 CE3947_{A3},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519889 Nais sp. morphotype A2 CE3950_{A1+2},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1385,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},LN810253 Nais communis N3 295_{Nais communis},0.1400,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},LT903795 Nais communis 992 N9_{Nais communis},0.1416,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},LT903836 Nais communis 983 N9_{Nais communis},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},LT903845 Nais communis 1030 N9_{Nais communis},0.1431,interspecific
JQ519860 Nais elinguis CE2796_{Nais elinguis},MW770354 Nais communis mitochondrion_{Nais communis},0.1857,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},AF534841 Nais variabilis NAIvaov_{Nais variabilis},0.1063,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},AF534842 Nais variabilis NAIvacm_{Nais variabilis},0.1111,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},AF534844 Nais variabilis NAI1bo_{Nais variabilis},0.1068,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},AF534845 Nais communis NAI2fd_{Nais communis},0.1402,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},GQ355370 Nais variabilis_{Nais variabilis},0.1126,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},GU902104 Nais alpina CE529_{Nais alpina},0.0959,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519821 Nais sp. morphotype B CE1129_{B},0.1585,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519822 Nais sp. morphotype B CE1130_{B},0.1583,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519823 Nais sp. morphotype B CE1131_{B},0.1583,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519824 Nais christinae CE1133_{Nais christinae},0.1096,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519825 Nais sp. morphotype A2 CE1142_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519826 Nais sp. morphotype A2 CE1143_{A1+2},0.1667,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1400,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519828 Nais sp. morphotype A2 CE1145_{A1+2},0.1662,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519829 Nais sp. morphotype C CE1146_{C},0.1549,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519830 Nais sp. morphotype C CE1147_{C},0.1537,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519831 Nais sp. morphotype C CE1149_{C},0.1537,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519832 Nais sp. morphotype A2 CE1150_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519833 Nais sp. morphotype C CE1151_{C},0.1537,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1400,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1400,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519836 Nais sp. morphotype C CE1155_{C},0.1537,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519837 Nais christinae CE1161_{Nais christinae},0.1096,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519838 Nais sp. morphotype A2 CE1173_{A1+2},0.1662,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519841 Nais christinae CE1184_{Nais christinae},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519842 Nais christinae CE1185_{Nais christinae},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519843 Nais christinae CE1263_{Nais christinae},0.1089,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1643,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1646,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1610,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1630,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1604,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1637,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519854 Nais sp. morphotype A4 CE2043_{A4},0.1005,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519855 Nais sp. morphotype A4 CE2049_{A4},0.1006,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519856 Nais sp. morphotype A4 CE2087,0.1005,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1601,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519865 Nais sp. morphotype A4 CE2910_{A4},0.1082,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519866 Nais sp. morphotype A4 CE2911_{A4},0.1081,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519867 Nais sp. morphotype A4 CE2912_{A4},0.1081,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1540,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1446,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1400,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1446,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1385,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519879 Nais sp. morphotype A2 CE3787_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519880 Nais sp. morphotype A4 CE3788,0.1005,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519881 Nais sp. morphotype A4 CE3789_{A4},0.1020,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519887 Nais sp. morphotype A3 CE3927_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519888 Nais sp. morphotype A3 CE3947_{A3},0.1431,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519889 Nais sp. morphotype A2 CE3950_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519890 Nais sp. morphotype A4 CE3953_{A4},0.1081,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519891 Nais elinguis CE4094_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519892 Nais elinguis CE4096_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519893 Nais elinguis CE4099_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519898 Nais elinguis CE595_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1385,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519900 Nais elinguis CE638_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519901 Nais elinguis CE656_{Nais elinguis},0.1664,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},JQ519902 Nais elinguis CE856_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810253 Nais communis N3 295_{Nais communis},0.1446,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810258 Nais elinguis N4 277_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810259 Nais elinguis N4 148_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810260 Nais elinguis N4 294_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810261 Nais elinguis N4 292_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810262 Nais elinguis N4 149_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810263 Nais elinguis N4 291_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810264 Nais elinguis N4 276_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810265 Nais elinguis N4 217_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN810266 Nais elinguis N4 146_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1632,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1640,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1669,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1643,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1583,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1656,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1624,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1643,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1608,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1651,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1624,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1583,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598616 Nais elinguis 888_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598618 Nais elinguis 895_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598622 Nais elinguis 900_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598623 Nais elinguis 903_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598624 Nais elinguis 904_{Nais elinguis},0.1683,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598626 Nais elinguis 910_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT598627 Nais elinguis 911_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903795 Nais communis 992 N9_{Nais communis},0.1674,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903804 Nais alpina 960 N8_{Nais alpina},0.0974,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1613,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903836 Nais communis 983 N9_{Nais communis},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1598,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903844 Nais christinae 1029 N11_{Nais christinae},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT903845 Nais communis 1030 N9_{Nais communis},0.1659,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT904770 Nais alpina 1038 N8_{Nais alpina},0.0959,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},0.0989,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},LT906401 Nais communis 965 N10_{Nais communis},0.1089,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},0.1065,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},MK047674 Nais communis NAIco IUCB_{Nais communis},0.1020,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},MW703541 Nais christinae ABWD 32_{Nais christinae},0.1113,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},MW770354 Nais communis mitochondrion_{Nais communis},0.1735,interspecific
JQ519861 Nais barbata CE2898_{Nais barbata},OL374070 Nais pseudobtusa NP_{Nais pseudobtusa},0.0989,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},AF534841 Nais variabilis NAIvaov_{Nais variabilis},0.1063,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},AF534842 Nais variabilis NAIvacm_{Nais variabilis},0.1111,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},AF534844 Nais variabilis NAI1bo_{Nais variabilis},0.1068,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},AF534845 Nais communis NAI2fd_{Nais communis},0.1402,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},GQ355370 Nais variabilis_{Nais variabilis},0.1126,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},GU902104 Nais alpina CE529_{Nais alpina},0.0959,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},0.1065,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},JQ519821 Nais sp. morphotype B CE1129_{B},0.1585,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},JQ519822 Nais sp. morphotype B CE1130_{B},0.1583,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},JQ519823 Nais sp. morphotype B CE1131_{B},0.1583,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},JQ519824 Nais christinae CE1133_{Nais christinae},0.1096,interspecific
JQ519862 Nais barbata CE2899_{Nais barbata},JQ519825 Nais sp. morphotype A2 CE1142_{A1+2},0.1659,interspecific
